ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num
833-71-6441|502034778949|Kayla|Fisher|F|67917 Hughes Crest Apt. 215|Omaha|NE|68102|41.259|-95.9409|518429|Audiological scientist|2001-10-23|927889178248
285-14-8987|180021630900155|William|Ball|M|3339 Reilly Knoll Apt. 208|Colorado Springs|CO|80903|38.8388|-104.8145|525713|Television/film/video producer|1974-05-23|838878915271
176-50-3329|213121994711361|Daniel|Stevens|M|34103 Graham Wall|Conway|AR|72032|35.0842|-92.4236|77242|Tourism officer|1955-06-25|424555754325
219-30-1645|2377269608437689|Gordon|Smith|M|9352 Carolyn Square Suite 263|Englewood|CO|80112|39.5805|-104.9011|99594|Engineering geologist|1966-03-07|387896585980
281-32-4763|4970931706956|Ian|Smith|M|761 Scott Forks Suite 547|New Bern|NC|28562|35.1004|-77.1029|65097|Designer, industrial/product|1972-10-13|241242049503
661-67-9816|213106503121988|Amber|Miller|F|2426 Pitts Ferry Apt. 642|Ojai|CA|93023|34.4451|-119.2565|20589|Scientist, research (life sciences)|1932-12-03|253689883674
636-07-9382|4487623039111425|Kimberly|Maxwell|F|228 John Branch Suite 248|Franklin|WI|53132|42.9017|-88.0086|34863|Advertising art director|1952-02-20|556202186507
404-18-2737|675922395941|Joel|Gibson|M|329 Carlos Lane|San Antonio|TX|78222|29.3831|-98.396|1595797|Copy|1983-12-07|313535075309
542-63-6472|180087859964867|Christopher|Hodge|M|31954 Cassandra Loop|Irwin|ID|83428|43.3861|-111.2527|416|Museum/gallery exhibitions officer|1999-09-05|328032182625
025-41-7983|4362792463200|Steven|Mckee|M|6775 Steven Mall Apt. 321|Lakeland|FL|33809|28.1762|-81.9591|237282|Hotel manager|1957-09-17|57441045710
477-50-7101|2720458870715534|Eric|Hunter|M|28400 Crystal Landing|Newburgh|NY|12550|41.5372|-74.0526|54447|Aeronautical engineer|1972-12-05|444307317250
818-79-7542|374508917768087|Monica|Knight|F|65742 Kathleen Flat|Ripley|MS|38663|34.7509|-88.924|11950|Chief Financial Officer|1983-05-14|423556250187
404-29-0687|570236936268|Kimberly|Scott|F|12047 Jeffery Expressway|Batesville|IN|47006|39.3001|-85.2221|11727|Research officer, political party|1991-05-20|86389990188
471-44-6097|30498855829842|Renee|Osborne|F|06745 Porter Stream|Essex|MD|21221|39.3086|-76.4533|42154|Ophthalmologist|1990-10-11|328958815917
110-19-9094|4372188566698|Erin|Miller|F|715 Ryan Via|Denver|CO|80211|39.7665|-105.0204|990452|Podiatrist|1992-10-06|455928155661
032-43-6069|2263776936634396|Robert|Rogers|M|611 Christopher Street Apt. 286|Crozier|VA|23039|37.6718|-77.794|1056|Research officer, government|1965-02-06|102635035220
156-07-0035|30202455910246|Erin|Williams|F|90326 Rodriguez Ramp|Chapmanville|WV|25508|37.9385|-82.0512|9837|Horticulturist, amenity|1959-01-17|921766274898
074-79-4661|4794281793406529|Melissa|Patrick|F|446 Roman Freeway Suite 533|Andalusia|AL|36420|31.2971|-86.4905|19914|Psychologist, clinical|1977-11-24|773732864736
038-11-0963|3521722145593763|Jennifer|Spears|F|370 Moore Fields Suite 100|Aurora|CO|80015|39.6255|-104.7874|389246|Forensic psychologist|1949-04-12|203536606385
475-85-6513|3572565920246174|Sheri|Cook|F|38974 Jennifer Mall|Pullman|WA|99163|46.7352|-117.1729|31404|Arboriculturist|1982-12-06|11900752851
370-92-5620|3550178332584863|Stacy|Chaney|F|0798 Ryan Throughway|Saint Petersburg|FL|33705|27.7391|-82.6435|341043|Programmer, multimedia|1967-06-27|309428830047
019-53-9656|4767993593744031|Mary|Riley|F|0830 Stephanie Mission Apt. 606|Mchenry|IL|60050|42.3311|-88.2955|56812|Art gallery manager|1960-04-26|85721695122
549-70-6829|676149079383|Mary|Roberts|F|68528 Alexis Meadow|Dudley|MA|1571|42.0489|-71.8932|11390|Cartographer|1966-04-23|710081680991
492-03-1630|4244626325144889|Mark|Jones|M|03142 Kathy Junction|Elkville|IL|62932|37.9155|-89.2336|1592|Community development worker|2002-05-10|843963062529
477-66-2001|30415152638403|Susan|Oliver|F|22528 Timothy Throughway|Bancroft|MI|48414|42.882|-84.1207|2492|Make|1964-03-10|373790097990
812-97-7085|2663239791378761|Frank|Wood|M|73095 Vanessa Landing|Milan|IN|47031|39.1503|-85.1324|5368|Lexicographer|1996-03-30|822123457099
323-60-1397|4988192778851900|Rachel|Little|F|8640 Brian Hills|Farmington|NM|87401|36.7412|-108.1797|57780|Copywriter, advertising|1958-04-02|286456738378
157-36-5570|6011851744600453|Cathy|Davis|F|991 Wilson Greens|Elkton|KY|42220|36.9094|-87.1678|6844|Lecturer, further education|1982-11-30|976324714626
188-74-3479|3530448818984845|Brian|Powell|M|6154 Derrick Court|Reading|PA|19606|40.3351|-75.875|213013|Theatre stage manager|1961-03-17|115981337464
044-61-5917|6011429831522912|Lynn|Smith|F|228 Veronica Avenue|Milton|FL|32571|30.6698|-87.1794|83284|Scientist, research (medical)|1929-03-24|300111152241
814-94-3073|30306396384526|Jared|Garza|M|3916 Wong Parks Apt. 169|Monroe|ME|4951|44.5927|-69.0317|906|Engineer, aeronautical|1969-08-15|278085326817
591-24-9507|2242033016234192|Aaron|Clark|M|061 Clark Divide|Arroyo Grande|CA|93420|35.1661|-120.4651|28413|Data processing manager|1989-05-12|711780509695
890-48-5327|6584732365337749|Jessica|King|F|2007 Harris Creek Suite 244|New Albin|IA|52160|43.4899|-91.2942|867|Editor, film/video|1995-03-11|843643900137
485-98-8677|2717543734764276|Connie|Conway|F|76388 Daniel Stravenue|New York City|NY|10025|40.7975|-73.9683|1577385|Metallurgist|1960-06-20|281414968435
279-85-8463|4019134438998278029|Tyler|Murphy|M|507 Jacob Street Suite 644|Neenah|WI|54956|44.1811|-88.4792|42696|Theatre director|1959-05-13|688051470363
686-78-9261|3516793350557386|Gavin|Perez|M|119 Jesse Way|Shelbyville|IL|62565|39.458|-88.8058|7538|Armed forces logistics/support/administrative officer|1993-09-04|511981401938
548-95-1190|2707233351040968|Bryan|Ramirez|M|15391 Linda Turnpike Apt. 074|Henderson|NV|89015|36.0357|-114.9718|264999|Special educational needs teacher|1958-01-11|722271927326
863-63-3545|6511893940655787|Melissa|Johnson|F|904 George Estate|Boynton Beach|FL|33436|26.5354|-80.1124|155385|Facilities manager|2001-03-19|50412071277
201-27-3239|4707392013546212|Sandra|Moore|F|25082 Rodriguez Track Apt. 312|Lake Saint Louis|MO|63367|38.7936|-90.7854|19433|Pathologist|1967-02-07|477207114932
717-22-4361|3572989376297459|Debbie|Lewis|F|64687 Nancy Crescent|Worton|MD|21678|39.2963|-76.1008|2301|Computer games developer|1959-10-20|59703614299
755-90-8742|2707692082832300|Katie|Lawson|F|88158 Jordan Isle|Marion|IN|46952|40.5743|-85.6741|44485|Stage manager|1965-10-26|906822987884
046-55-8037|4318297168157|Joel|Maldonado|M|00000 Marcus Throughway Apt. 137|Saint George|SC|29477|33.1845|-80.5732|6789|Chief Technology Officer|1999-01-24|860878859875
664-48-0938|4255618444218294|Mary|Fernandez|F|8122 Mason Turnpike Apt. 567|Tatum|TX|75691|32.3266|-94.596|4219|Architect|1943-05-04|478919535407
027-06-9818|501843655157|Nathaniel|Hill|M|6913 Hernandez Grove|Jefferson City|MO|65109|38.5773|-92.2443|68677|Sales promotion account executive|1978-11-25|405108360912
051-47-5082|4080706336998791|Heather|Lutz|F|10401 King Pines|Fort Worth|TX|76137|32.8664|-97.2891|813980|Company secretary|1929-07-02|613708757318
757-01-4287|4287738363816431|Brittney|Jones|F|428 Russell Estate Apt. 362|East Northport|NY|11731|40.857|-73.3146|30184|Merchandiser, retail|1973-01-03|797670987632
442-28-1706|4170646255402635582|Michael|Carter|M|176 Jenkins Harbors|Milwaukee|WI|53216|43.0859|-87.9742|817312|Horticultural therapist|1992-12-22|633563425466
518-03-3701|3553888245279057|Amanda|Mcdaniel|F|3333 Lee Pine|Westminster|CA|92683|33.7524|-117.9939|89747|Furniture designer|1941-01-17|346119051553
405-94-3636|4119787180933915|Mark|Gonzalez|M|65306 Jennifer Corner|Neenah|WI|54956|44.1811|-88.4792|42696|Veterinary surgeon|1954-02-27|557320769935
777-42-6379|2486880023009156|Peggy|Rodriguez|F|803 Cook Route|Bridgeport|CT|6610|41.2005|-73.1688|144195|Research scientist (medical)|2003-11-24|799997303737
843-77-1962|3509365952014915|Rhonda|Pitts|F|84336 Cooper Burg Apt. 632|Shawnee Mission|KS|66223|38.8619|-94.661|370212|Designer, industrial/product|1972-08-26|240267343088
617-65-2423|2247455611404281|Kimberly|Shepard|F|0537 Patterson Turnpike|Middletown|PA|17057|40.2041|-76.7331|21329|Armed forces training and education officer|1954-08-21|762439756486
120-96-2111|6011030835669103|James|Cohen|M|3123 Merritt Knolls|Los Angeles|CA|90016|34.0298|-118.3528|2383912|Associate Professor|1986-04-07|475957098855
564-24-7148|3577682938440130|Elizabeth|Spencer|F|54378 Rick Forest Apt. 591|Pierce City|MO|65723|36.973|-94.0024|3606|Astronomer|1969-04-27|730584565976
463-89-0296|3585991449207494|Renee|Powell|F|964 Davis Pike Suite 285|Lancaster|CA|93536|34.7471|-118.3687|182305|TEFL teacher|1988-08-10|701729361186
255-19-5413|3540849932312342|Richard|Parsons|M|9806 Veronica Mountains Apt. 617|Duson|LA|70529|30.1912|-92.1525|11752|Pensions consultant|1958-05-09|983428722963
658-57-2850|3548389359538287|Nicole|Huff|F|56129 Peterson Plaza Apt. 695|Phoenix|AZ|85048|33.316|-112.0669|1312922|Sport and exercise psychologist|1958-01-14|161819568070
677-35-1532|180096561308768|Brett|Rivas|M|85951 Bridges Trail|Bakersfield|CA|93312|35.3935|-119.1205|520197|Geologist, engineering|1987-10-09|594417763558
247-76-5092|180000273008690|James|Mcclure|M|16831 Elizabeth Via|Hillsboro|TX|76645|32.0149|-97.1198|11039|Veterinary surgeon|2004-01-25|903381263204
050-09-6148|213194149150769|Patricia|Roy|F|762 Jessica Forges|Cottage Grove|OR|97424|43.7839|-123.0529|17594|Health service manager|1996-11-12|18340032237
452-57-9812|4207266292508177606|Vicki|Cunningham|F|0688 Jones Fields|Riverside|NJ|8075|40.0293|-74.9497|28894|Engineer, civil (contracting)|1979-11-06|499086652079
092-17-5148|343561781703217|Angela|Martin|F|36385 Taylor Plains Suite 613|Campton|KY|41301|37.7287|-83.494|6159|Engineering geologist|1958-11-24|83526330772
559-38-5032|4295026480164403731|Michael|Collier|M|8127 Contreras Extension Apt. 102|Mulberry|FL|33860|27.902|-82.0015|22886|Chief Executive Officer|1975-09-22|540642672764
550-24-1677|4486298579736385|David|Wilson|M|560 Perez Terrace|Phoenix|AZ|85015|33.5082|-112.1011|1312922|Production assistant, television|1992-01-15|815870988459
505-90-9644|180061770673683|Penny|Thomas|F|0682 Donna Extension|Whittier|CA|90602|33.9693|-118.0337|189948|Education administrator|1955-10-11|692451413105
336-87-2609|2295058714692181|Matthew|Giles|M|259 Novak Throughway|Middletown|OH|45042|39.5321|-84.3896|79273|Therapist, music|1998-11-19|47050899490
605-69-4400|4998480220509|Tiffany|Holt|F|869 Romero Highway|Anchorage|AK|99515|61.1194|-149.8974|242037|Conservator, furniture|1979-12-20|967648131420
346-95-9990|213114578870711|Howard|White|M|6738 Anthony Ridges Suite 461|Weston|FL|33326|26.1158|-80.3681|53915|Visual merchandiser|1964-08-09|790546631667
680-60-8109|3568299687225892|Christina|Gamble|F|858 Raymond Ferry|Oscoda|MI|48750|44.4465|-83.3619|8846|Field seismologist|1948-05-12|57418047330
031-85-5905|6595790012482554|Debra|White|F|9632 Serrano Ridge Suite 232|Lexington|KY|40517|37.9849|-84.4816|296965|Site engineer|1944-03-01|634535721783
809-51-3641|4562415285720|Thomas|Cooper|M|269 Miranda Forges|Phoenix|AZ|85013|33.5085|-112.0827|1312922|Lobbyist|1997-02-28|667995150787
105-29-8266|2706550784685098|Frank|Freeman|M|3034 Natalie Passage Apt. 179|Glendora|CA|91740|34.1287|-117.8552|51180|Radio broadcast assistant|1977-08-03|52247482141
535-91-5466|3540153641547151|Samantha|Harris|F|259 Lisa Mountains|Pittsburgh|PA|15237|40.5488|-80.0474|687276|Scientist, water quality|1999-10-10|258116272614
459-41-0751|676242141056|Cassandra|Reyes|F|987 Cassie Village|Mundelein|IL|60060|42.2636|-88.0048|37189|Conservator, museum/gallery|1952-07-03|527240585155
279-47-2127|4622586605989|Jennifer|Webster|F|4227 Dixon Streets Suite 859|Menomonie|WI|54751|44.8718|-91.9265|25642|Pharmacist, hospital|1974-03-24|403574606543
807-92-4720|4491165020002456|Margaret|Willis|F|32155 Jared Islands|Plano|TX|75025|33.0784|-96.7291|278067|Librarian, public|1997-10-18|36423595547
209-82-6975|213114448896698|Lisa|Moran|F|3677 Day Drive|San Bernardino|CA|92411|34.1214|-117.3172|236660|Accounting technician|1974-10-02|399989172813
757-91-2748|373183281231236|Lawrence|Johns|M|491 Nicholas Branch|Pittsburgh|PA|15221|40.4346|-79.8655|687276|Chemical engineer|1972-07-14|268519596983
269-63-2624|4508276817226|Steven|Castillo|M|5847 Nicholas Wall Apt. 529|Peoria|IL|61602|40.6833|-89.6049|142158|Chemical engineer|1971-02-18|899842584633
760-59-6266|4160827172173373|Richard|Chandler|M|52229 Joyce Extension|Atlanta|GA|30312|33.7467|-84.3781|900273|Chiropractor|1929-10-15|471298809335
674-75-1235|4388232553983589|Todd|Adams|M|7732 Roberts Brooks|Coalinga|CA|93210|36.1624|-120.3489|19504|Teacher, English as a foreign language|1996-02-15|284896451470
592-64-1909|4997029271205391|John|Rose|M|137 Taylor Point Apt. 220|Gallatin|TN|37066|36.3834|-86.4512|42758|Chief Technology Officer|1951-08-21|872456963158
407-94-0890|213120048797889|Jonathan|Carroll|M|358 Lopez Route Suite 003|Lewisburg|WV|24901|37.8083|-80.4407|9128|Adult guidance worker|1999-05-24|258995562548
661-11-9383|3517152391029294|Nicole|Beck|F|3748 Brian View|Beachwood|NJ|8722|39.9302|-74.1961|11045|Engineer, chemical|1998-03-13|8210493341
426-61-1355|4191260221323|Bruce|Mcdaniel|M|7201 Darren Light Suite 122|Centerville|IN|47330|39.8081|-85.0032|5755|Architectural technologist|2000-08-14|679124338217
458-18-5619|4339304936653807|Mary|Gibson|F|124 Craig Haven Apt. 868|Soperton|GA|30457|32.3869|-82.5871|6424|Counselling psychologist|1973-01-31|373326842305
591-86-5352|4946209355610391|Kyle|Anderson|M|13712 Lee Knolls Suite 856|Brooklyn|CT|6234|41.7807|-71.9541|8244|Information systems manager|1929-04-18|232488012574
266-10-2559|503870615922|Karen|Grant|F|29907 Ryan Wall Apt. 632|Ridgefield|CT|6877|41.2977|-73.4973|24677|Computer games developer|1999-12-02|312931364007
667-14-5610|372034030109564|Tyler|Elliott|M|6491 Ramos Springs Suite 546|Durham|NC|27713|35.9112|-78.9178|256789|Drilling engineer|1994-01-25|274644991542
492-14-2243|4601080181030683173|Jennifer|Hines|F|2680 Zachary Valleys|Bordentown|NJ|8505|40.1431|-74.7032|17736|Medical technical officer|1992-07-19|117887236764
607-04-1773|347138067130732|Gary|Novak|M|8474 Laurie Extensions Apt. 300|Dawson|AL|35963|34.3568|-85.9292|1704|Systems analyst|1988-01-14|199437219108
545-68-5822|36694703180537|Zoe|Lara|F|627 Massey Lock|Boise|ID|83705|43.5851|-116.2191|255947|Press sub|1951-11-15|166744344580
362-75-1050|213127000466619|Eric|Rivera|M|10797 Martinez Glen|Santa Rosa|CA|95404|38.4534|-122.6878|209844|Applications developer|1941-09-07|820423140435
269-75-3866|213194905315200|David|Lynch|M|497 Logan Pines|Collinsville|OK|74021|36.3701|-95.8469|17359|Research officer, government|1934-04-16|247557111436
067-26-7590|3516698416612374|Donna|Williams|F|433 Kathleen Mews Apt. 389|Saint Louis|MO|63123|38.5476|-90.3241|927396|Therapist, nutritional|1967-01-18|641191827393
117-79-7309|502042620372|Amber|Murray|F|16020 Davis Plains|Snohomish|WA|98290|47.8954|-122.0716|60670|Charity officer|1959-05-05|404737148249
719-97-9365|180021170889487|Amanda|Hoover|F|644 Eugene Crest|Austin|TX|78754|30.3423|-97.6673|940359|Production engineer|1971-04-14|970434130050
535-66-3820|3585708200480676|Francisco|Estrada|M|69149 Davis Rue|Elko|NV|89801|40.9056|-115.5344|23298|Chartered accountant|1961-02-11|175810829831
512-87-9674|4968827697040953141|Summer|Davis|F|56078 Gregory Haven Apt. 565|Fort Lauderdale|FL|33319|26.1848|-80.2406|711693|Clinical biochemist|1930-05-20|637631873395
687-83-6524|4096496683496043|Jesse|Edwards|M|0285 Paul Estate|Florence|SC|29505|34.1231|-79.6893|88459|Market researcher|1963-05-30|835714725252
846-81-6663|4089348688390624676|Brittany|Archer|F|916 Cindy Circles Apt. 413|Pulaski|PA|16143|41.0942|-80.4685|2901|Clinical scientist, histocompatibility and immunogenetics|1959-04-09|986066500253
367-85-9826|4361337605230458|Justin|Davis|M|025 Christensen Park Apt. 419|Erie|PA|16509|42.0763|-80.0668|187498|Chief Strategy Officer|1984-06-12|349734538563
033-25-4738|4966177182498980888|Tina|Blair|F|8214 Scott Loop Apt. 359|Roanoke|TX|76262|33.0211|-97.2127|27648|Electrical engineer|1957-02-15|433444305880
386-34-8945|6011969874869415|Garrett|Chapman|M|011 Jennifer Springs Apt. 075|Rosston|AR|71858|33.5617|-93.3039|1710|Fine artist|1993-04-26|976596062877
360-15-1154|30160398863650|David|Daugherty|M|89455 Nicholas Avenue|Langhorne|PA|19047|40.1813|-74.9104|35056|Artist|1974-07-06|652941429071
667-74-4934|4894204664896676|Jennifer|Murphy|F|2045 Grimes Overpass Suite 580|Holland|MI|49424|42.8135|-86.1426|89737|Teacher, English as a foreign language|1993-04-28|860928862867
787-41-3617|4623546622650|Michael|Brown|M|599 Perez Center Apt. 622|Fair Oaks|CA|95628|38.6554|-121.2611|40196|Commissioning editor|1999-07-01|163959980994
186-98-7405|6574625916011247|Michelle|Garcia|F|488 Holder Avenue Apt. 179|Thomasville|NC|27360|35.8713|-80.0913|46084|Scientist, clinical (histocompatibility and immunogenetics)|1951-01-03|438009262556
729-64-9156|4129957047264261|Angela|Cross|F|38437 Perez Key|Lincoln Park|MI|48146|42.2422|-83.1807|38098|Theatre stage manager|1960-05-16|424039957450
050-60-9079|345482421838545|Heidi|Goodwin|F|06445 Pearson Junction Apt. 311|Kahuku|HI|96731|21.675|-157.9725|3292|Counselling psychologist|1937-02-10|214509840951
731-58-4678|180091776334279|Christopher|Lee|M|217 Klein Shoal Apt. 196|Benicia|CA|94510|38.0685|-122.1614|27088|Fine artist|1990-03-30|46500329163
337-92-3185|630493588242|Lori|Perez|F|0018 Jennifer Locks|Turlock|CA|95380|37.4888|-120.8535|77377|Prison officer|1991-09-03|556087328564
527-09-6963|344445446083851|Michael|Alvarez|M|8105 Dawn Crossing|Clinton|AR|72031|35.6045|-92.4758|7683|Data processing manager|1965-10-01|500521018395
525-85-4186|180099969882905|Elizabeth|Galloway|F|271 Franco Springs Apt. 463|Palm Harbor|FL|34684|28.0848|-82.7253|74401|Animator|1962-02-02|97969165375
554-96-6248|3524238397283398|Rebecca|Hernandez|F|870 Mora Estate|Dallas|TX|75243|32.9103|-96.7285|1263321|Tax adviser|1983-05-09|567676146076
051-92-9472|213122101023203|Alan|Holt|M|6610 William Roads Suite 610|Long Beach|CA|90810|33.8193|-118.2325|471952|Sports development officer|1994-07-06|898007273115
194-48-6287|2260384531980745|Jennifer|Potter|F|54695 Austin Flat|Williston|ND|58801|48.2257|-103.649|18371|Adult guidance worker|1962-01-19|916791023343
187-01-6064|4967150066664110652|Elizabeth|Miller|F|340 Weaver Courts|Westborough|MA|1581|42.2679|-71.6176|18272|Oceanographer|1990-10-03|900285783712
276-99-7692|676190583663|Kimberly|Phillips|F|8999 Moore Rest|Dallas|TX|75201|32.7904|-96.8044|1263321|Psychiatric nurse|1982-02-15|16256071727
240-70-7102|213178791505966|Catherine|Chavez|F|760 David Corners|Danville|AL|35619|34.3873|-87.1454|5135|Consulting civil engineer|1967-12-18|968221405116
466-81-8553|3560418095217550|Kayla|Mata|F|7741 Tracy Lights|Staten Island|NY|10310|40.6324|-74.1172|468730|Town planner|1960-03-13|859787505094
099-70-9035|4199626422297585|Laurie|Cole|F|542 Madeline Key Suite 570|Rockland|MA|2370|42.1293|-70.9133|17489|Investment banker, operational|1940-07-16|856567308024
130-01-9470|4570900163564076|Carolyn|Wilcox|F|2828 Clay Turnpike Suite 001|Wasilla|AK|99654|61.5923|-149.3959|52168|Radiographer, diagnostic|1976-03-17|715198687055
188-21-4290|3531261685071052|Tommy|May|M|19509 Megan Valley|Manchester|IA|52057|42.4834|-91.449|8222|Clinical embryologist|1955-07-31|897566796191
089-41-3047|6011053709230075|Benjamin|Jordan|M|007 Escobar Village Apt. 894|Beaufort|SC|29906|32.3823|-80.7603|40257|Surveyor, planning and development|1946-05-09|359537624411
233-83-2308|3569893652944716|Jennifer|Oconnor|F|3481 Rachel Stream|Parkville|MD|21234|39.3876|-76.5418|69752|Building services engineer|1957-12-20|283620405974
047-20-5764|180032174357488|Pamela|Colon|F|68064 Williams Meadow Suite 398|Belleville|NJ|7109|40.7946|-74.1631|35897|English as a foreign language teacher|2003-04-22|790229857846
307-70-8248|4253646280553|Amy|Velasquez|F|065 Harvey Knoll Apt. 562|Vandalia|OH|45377|39.8883|-84.2023|15215|Engineer, land|1991-07-20|199993309811
609-05-8862|371074091311171|Richard|Pugh|M|025 Padilla Mills|Virginia Beach|VA|23456|36.7341|-76.0359|437994|Neurosurgeon|1989-04-30|751851133791
173-82-0390|6535412012275952|Shelby|Brown|F|0151 Lewis Stravenue|Girard|PA|16417|41.9896|-80.3178|8329|Education officer, museum|1985-01-10|965966086192
818-84-9638|4950740717327980591|Megan|Schneider|F|100 Roberts Springs|West Lafayette|IN|47906|40.444|-86.9237|66972|Wellsite geologist|1957-10-22|847414495604
209-89-9486|5145203608941188|Elizabeth|Austin|F|59928 Reed Terrace|Peoria|IL|61614|40.7681|-89.6026|142158|Financial planner|1981-05-31|411927317910
349-19-0749|371006799006968|Tommy|Stout|M|86774 Kimberly Garden|North Las Vegas|NV|89031|36.2589|-115.1718|214518|Quality manager|1977-04-18|294209356510
129-92-3569|4944953006776257|Erin|Robinson|F|17365 Anderson Lock Apt. 417|Langhorne|PA|19047|40.1813|-74.9104|35056|Soil scientist|1970-02-22|202957696746
063-81-3061|4334511009060539|Aaron|Duran|M|430 Olivia Crescent Apt. 667|Brooklyn|NY|11226|40.6467|-73.957|2504700|English as a second language teacher|2003-10-22|149441575929
007-37-5481|30598875921295|Nancy|Wise|F|60336 Laura Square Apt. 755|River Falls|WI|54022|44.855|-92.6313|22358|Scientist, research (life sciences)|1965-12-19|82405555868
474-60-0405|3507115238023624|Annette|Pope|F|58189 Sharp Spur|Mesquite|TX|75149|32.7678|-96.6082|163734|Medical secretary|1941-09-14|105508205498
109-99-1837|180038558819597|Paul|Vaughn|M|16880 Karen Trail Suite 378|Guntown|MS|38849|34.4563|-88.6975|5702|Trade mark attorney|1998-10-04|239908627265
561-49-9973|4284540182272009|Christopher|Lewis|M|232 Brian Corners Suite 474|Waco|TX|76706|31.5171|-97.1198|148766|Engineer, mining|1949-04-14|144874152907
766-15-1082|6599302020304238|Samuel|Anderson|M|5213 Robbins Canyon Apt. 816|Seattle|WA|98115|47.6849|-122.2968|837792|Legal executive|1961-11-10|55346391189
260-51-3229|676305937770|Henry|Leach|M|832 Gabriela Run|Fallbrook|CA|92028|33.369|-117.229|46239|Designer, television/film set|1929-11-07|661384884419
426-88-1213|30469029831048|David|Sanford|M|96622 Laurie Flats Apt. 670|Burnsville|MN|55337|44.7609|-93.2753|60291|Retail banker|1984-01-19|399671948790
571-48-6844|6506362198655045|Lauren|Maxwell|F|0766 Gail Rapids Apt. 396|Navarre|FL|32566|30.4212|-86.8926|33671|Local government officer|1969-10-22|330749144229
620-49-2741|30322626114245|Daniel|Jenkins|M|585 Nunez Courts|West Covina|CA|91790|34.0673|-117.9366|108175|Scientist, biomedical|1991-01-08|566292083754
041-69-8078|3596234199643387|Gina|Allen|F|472 Estrada Lakes|Casselberry|FL|32707|28.6617|-81.3122|40689|Ship broker|1951-08-24|245826104860
267-26-0570|3511587605457698|Megan|Porter|F|9453 Rasmussen Mews Suite 974|Wailuku|HI|96793|20.8966|-156.5036|29549|Nurse, learning disability|1959-05-09|655962338361
392-09-7060|4212545080951|Timothy|Giles|M|152 Carlson Islands Suite 966|Corsicana|TX|75110|32.0868|-96.4762|31790|Immigration officer|1974-02-08|493252252774
116-31-0222|30423591426141|Amy|Contreras|F|893 Laura Estate Suite 145|Orlando|FL|32821|28.3957|-81.4666|878243|Insurance broker|1962-03-08|786895951902
464-73-6761|4310081785221|Tara|Miller|F|84523 Ochoa Shoals Suite 268|Chula Vista|CA|91911|32.6084|-117.0565|239879|Psychiatrist|1971-11-24|293173443659
667-87-8161|502073208659|Shaun|Hoover|M|7729 Ross Islands|Austin|TX|78758|30.3764|-97.7078|940359|Optometrist|1991-02-23|211262141040
004-15-4566|676305278100|Tanya|Richardson|F|02722 Kyle Island|Eagle Pass|TX|78852|28.7028|-100.4818|53040|Psychologist, educational|1996-12-04|930558644123
123-55-0434|3539136817203132|Jamie|Reed|F|620 Barbara Roads|Houston|TX|77085|29.6218|-95.4819|2906700|Radio producer|1960-08-18|273950593574
131-93-6120|3533222739389922|Aaron|Cox|M|353 Jeremy Meadow Apt. 850|La Grange|KY|40031|38.4029|-85.3928|22863|Psychotherapist, child|1973-09-14|100489762211
565-59-0747|213169718236017|Alexis|Martinez|F|58388 Janice Walks Suite 648|Phoenix|AZ|85031|33.4939|-112.1696|1312922|Further education lecturer|1971-08-31|445728917258
206-42-7252|4233222801944258926|Mitchell|Ortega|M|56062 Clark Shoal|Fresno|CA|93722|36.7918|-119.8801|570271|Artist|1955-04-12|429068169930
854-82-7845|4180467413072|Michael|Perez|M|85201 Kim Extensions Suite 084|Fayetteville|NC|28311|35.1294|-78.8982|238602|Oceanographer|1962-03-29|628049797511
673-47-6327|2274705549121514|Jeffrey|Le|M|95564 Ashley Skyway|Virginia Beach|VA|23455|36.8881|-76.1446|437994|Chemist, analytical|1990-02-10|792748879959
607-28-9682|378752070204268|William|Estrada|M|712 Edward Cliffs|Maryville|TN|37804|35.7991|-83.8852|81474|Engineer, drilling|1987-10-16|268742862368
636-52-7582|180060987312671|Steven|Hall|M|76075 Wong Manor|Newnan|GA|30263|33.3696|-84.8194|84721|Management consultant|1956-08-18|924436869854
213-81-9367|3531916543089527|Crystal|Thomas|F|91505 Aguirre Groves|Phoenix|AZ|85017|33.5153|-112.1212|1312922|Heritage manager|1951-09-08|702497909163
819-37-7864|60400268763|Eric|Gardner|M|6497 Mclean Corners Suite 365|Mobile|AL|36617|30.7145|-88.0918|270712|Physiological scientist|1957-07-09|279317935556
034-03-6664|4537309649694|Charlotte|Marshall|F|95296 Manuel Causeway|King|NC|27021|36.295|-80.356|18106|Metallurgist|1998-04-01|513650448157
184-48-5731|2229276364315942|Sydney|Oliver|F|654 Sandoval Gateway Suite 544|Cairo|NY|12413|42.3096|-74.0115|2948|Environmental consultant|1943-04-08|778709317235
805-10-5003|3569993934497432|Kenneth|Nelson|M|0882 Jeffrey Ramp Suite 862|Bakersfield|CA|93306|35.3867|-118.9391|520197|Trade union research officer|1968-10-03|527091056867
590-86-8736|4132109720217076|Gabriel|Lam|M|46557 Michele Crossroad Apt. 300|Ellwood City|PA|16117|40.8729|-80.2559|17185|Immigration officer|1951-06-08|623964850083
869-39-6251|5593900251213750|Scott|Lin|M|59570 Arellano Common Apt. 145|Dayton|TN|37321|35.5002|-85.0135|19113|Sub|1963-09-23|207439810683
